date,transfers_in,ward_occupancy_start_of_day,ed_census_prior_evening,day_of_week,month,is_holiday,avg_ed_wait_time_hrs
2013-03-14,3.0,0.607,117.0,Thursday,3,False,
2013-03-15,4.0,0.75,137.0,Friday,3,False,5.0
2013-03-16,1.0,0.679,97.0,Saturday,3,False,4.3
2013-03-17,3.0,0.75,121.0,Sunday,3,False,3.8
2013-03-18,0.0,0.786,91.0,Monday,3,False,3.0
2013-03-19,1.0,0.821,67.0,Tuesday,3,False,4.2
2013-03-20,1.0,0.786,120.0,Wednesday,3,False,7.2
2013-03-21,1.0,,87.0,Thursday,3,False,5.1
2013-03-22,3.0,0.821,96.0,Friday,3,False,7.0
2013-03-23,3.0,0.929,,Saturday,3,False,3.2
2013-03-24,1.0,0.929,118.0,Sunday,3,False,5.5
2013-03-25,0.0,0.893,69.0,Monday,3,False,3.3
2013-03-26,,0.857,72.0,Tuesday,3,False,4.4
2013-03-27,0.0,0.786,70.0,Wednesday,3,False,3.1
2013-03-28,2.0,0.714,96.0,Thursday,3,False,5.5
2013-03-29,2.0,0.714,122.0,Friday,3,True,6.8
2013-03-30,4.0,0.821,130.0,Saturday,3,False,5.7
2013-03-31,5.0,0.857,137.0,Sunday,3,True,4.8
2013-04-01,0.0,0.821,66.0,Monday,4,True,4.5
2013-04-02,1.0,,59.0,Tuesday,4,False,3.8
2013-04-03,2.0,1.036,77.0,Wednesday,4,False,2.8
2013-04-04,0.0,,70.0,Thursday,4,False,2.7
2013-04-05,1.0,0.964,66.0,Friday,4,False,2.6
2013-04-06,1.0,1.0,73.0,Saturday,4,False,2.4
2013-04-07,2.0,,79.0,Sunday,4,False,3.3
2013-04-08,1.0,1.0,76.0,Monday,4,False,2.5
2013-04-09,2.0,0.929,72.0,Tuesday,4,False,3.2
2013-04-10,3.0,,81.0,Wednesday,4,False,4.9
2013-04-11,1.0,0.893,81.0,Thursday,4,False,4.5
2013-04-12,0.0,0.75,28.0,Friday,4,False,2.5
2013-04-13,4.0,0.857,71.0,Saturday,4,False,2.9
2013-04-14,3.0,0.964,71.0,Sunday,4,False,3.2
2013-04-15,,0.893,49.0,Monday,4,False,3.5
2013-04-16,1.0,0.679,89.0,Tuesday,4,False,1.2
2013-04-17,1.0,0.679,58.0,Wednesday,4,False,4.1
2013-04-18,0.0,0.536,59.0,Thursday,4,False,2.7
2013-04-19,,0.571,77.0,Friday,4,False,2.6
2013-04-20,1.0,0.571,56.0,Saturday,4,False,3.4
2013-04-21,2.0,0.679,72.0,Sunday,4,False,1.4
2013-04-22,3.0,0.857,93.0,Monday,4,False,3.6
2013-04-23,3.0,0.929,87.0,Tuesday,4,False,2.7
2013-04-24,,0.964,78.0,Wednesday,4,False,2.9
2013-04-25,0.0,0.929,47.0,Thursday,4,False,4.3
2013-04-26,3.0,0.929,95.0,Friday,4,False,3.4
2013-04-27,1.0,1.036,60.0,Saturday,4,True,2.1
2013-04-28,2.0,1.0,98.0,Sunday,4,False,6.5
2013-04-29,3.0,0.964,102.0,Monday,4,False,6.4
2013-04-30,2.0,0.857,56.0,Tuesday,4,False,0.9
2013-05-01,3.0,1.036,85.0,Wednesday,5,False,1.9
2013-05-02,2.0,1.0,93.0,Thursday,5,False,3.9
2013-05-03,2.0,0.964,74.0,Friday,5,False,1.6
2013-05-04,3.0,1.036,87.0,Saturday,5,False,2.5
2013-05-05,1.0,0.929,76.0,Sunday,5,False,2.2
2013-05-06,0.0,0.786,58.0,Monday,5,False,3.0
2013-05-07,3.0,0.821,70.0,Tuesday,5,False,1.4
2013-05-08,3.0,,77.0,Wednesday,5,False,3.8
2013-05-09,4.0,0.857,86.0,Thursday,5,True,3.5
2013-05-10,3.0,0.893,86.0,Friday,5,False,4.0
2013-05-11,3.0,1.036,85.0,Saturday,5,False,4.0
2013-05-12,1.0,1.107,81.0,Sunday,5,False,3.3
2013-05-13,1.0,1.0,59.0,Monday,5,False,2.5
2013-05-14,0.0,1.036,66.0,Tuesday,5,False,3.5
2013-05-15,1.0,0.929,49.0,Wednesday,5,False,
2013-05-16,1.0,0.786,70.0,Thursday,5,False,3.5
2013-05-17,1.0,0.786,74.0,Friday,5,False,1.7
2013-05-18,2.0,,62.0,Saturday,5,False,2.6
2013-05-19,0.0,0.679,53.0,Sunday,5,True,2.6
2013-05-20,4.0,0.75,98.0,Monday,5,True,4.2
2013-05-21,1.0,0.679,54.0,Tuesday,5,False,0.5
2013-05-22,3.0,0.679,72.0,Wednesday,5,False,3.0
2013-05-23,1.0,0.679,57.0,Thursday,5,False,2.5
2013-05-24,0.0,0.643,66.0,Friday,5,False,3.2
2013-05-25,1.0,0.643,60.0,Saturday,5,False,2.0
2013-05-26,4.0,0.643,83.0,Sunday,5,False,1.8
2013-05-27,1.0,0.643,83.0,Monday,5,False,2.8
2013-05-28,2.0,0.679,71.0,Tuesday,5,False,3.0
2013-05-29,2.0,0.714,76.0,Wednesday,5,False,3.8
2013-05-30,1.0,0.786,66.0,Thursday,5,False,4.0
2013-05-31,1.0,0.821,64.0,Friday,5,False,3.1
2013-06-01,0.0,0.786,43.0,Saturday,6,False,1.3
2013-06-02,0.0,,49.0,Sunday,6,False,0.4
2013-06-03,0.0,0.857,41.0,Monday,6,False,0.4
2013-06-04,2.0,0.786,60.0,Tuesday,6,False,2.6
2013-06-05,1.0,0.643,34.0,Wednesday,6,False,0.4
2013-06-06,1.0,0.643,67.0,Thursday,6,False,3.3
2013-06-07,3.0,0.786,55.0,Friday,6,False,3.4
2013-06-08,4.0,0.893,104.0,Saturday,6,False,3.8
2013-06-09,2.0,0.893,74.0,Sunday,6,False,2.0
2013-06-10,3.0,1.0,80.0,Monday,6,False,2.7
2013-06-11,1.0,0.893,56.0,Tuesday,6,False,2.5
2013-06-12,1.0,0.75,44.0,Wednesday,6,False,0.4
2013-06-13,2.0,0.786,72.0,Thursday,6,False,7.1
2013-06-14,2.0,0.821,45.0,Friday,6,False,1.5
2013-06-15,2.0,0.857,76.0,Saturday,6,False,1.0
2013-06-16,1.0,0.857,61.0,Sunday,6,False,2.1
2013-06-17,1.0,0.857,65.0,Monday,6,False,2.8
2013-06-18,1.0,0.75,36.0,Tuesday,6,False,1.9
2013-06-19,1.0,0.714,68.0,Wednesday,6,False,2.0
2013-06-20,0.0,0.643,28.0,Thursday,6,False,2.7
2013-06-21,1.0,0.464,52.0,Friday,6,False,3.5
2013-06-22,1.0,,61.0,Saturday,6,False,1.5
2013-06-23,2.0,0.464,73.0,Sunday,6,False,0.4
2013-06-24,2.0,0.5,71.0,Monday,6,False,2.5
2013-06-25,1.0,0.5,42.0,Tuesday,6,False,0.5
2013-06-26,1.0,0.607,,Wednesday,6,False,2.2
2013-06-27,2.0,0.679,62.0,Thursday,6,False,6.0
2013-06-28,1.0,0.643,,Friday,6,False,2.4
2013-06-29,,0.607,35.0,Saturday,6,False,1.0
2013-06-30,0.0,0.607,42.0,Sunday,6,False,0.4
2013-07-01,1.0,0.464,74.0,Monday,7,False,2.4
2013-07-02,1.0,0.464,49.0,Tuesday,7,False,2.2
2013-07-03,1.0,0.429,55.0,Wednesday,7,False,1.7
2013-07-04,1.0,0.464,49.0,Thursday,7,False,3.1
2013-07-05,0.0,0.464,53.0,Friday,7,False,2.2
2013-07-06,3.0,0.5,72.0,Saturday,7,False,2.8
2013-07-07,0.0,0.464,28.0,Sunday,7,False,3.0
2013-07-08,1.0,0.571,41.0,Monday,7,False,0.4
2013-07-09,2.0,0.536,60.0,Tuesday,7,False,1.8
2013-07-10,3.0,0.571,70.0,Wednesday,7,False,2.2
2013-07-11,0.0,0.536,58.0,Thursday,7,False,3.1
2013-07-12,2.0,0.643,61.0,Friday,7,False,4.0
2013-07-13,3.0,0.786,61.0,Saturday,7,False,1.9
2013-07-14,3.0,0.857,89.0,Sunday,7,False,5.0
2013-07-15,0.0,0.893,55.0,Monday,7,False,1.8
2013-07-16,1.0,0.929,62.0,Tuesday,7,False,4.7
2013-07-17,3.0,0.929,69.0,Wednesday,7,False,4.1
2013-07-18,1.0,0.929,59.0,Thursday,7,False,
2013-07-19,0.0,0.75,36.0,Friday,7,False,2.4
2013-07-20,1.0,0.821,45.0,Saturday,7,False,2.8
2013-07-21,1.0,0.786,57.0,Sunday,7,False,3.1
2013-07-22,2.0,0.786,67.0,Monday,7,False,3.5
2013-07-23,3.0,0.857,76.0,Tuesday,7,False,3.2
2013-07-24,1.0,0.786,48.0,Wednesday,7,False,0.9
2013-07-25,0.0,0.75,57.0,Thursday,7,False,2.8
2013-07-26,2.0,0.75,72.0,Friday,7,False,3.5
2013-07-27,1.0,0.714,45.0,Saturday,7,False,0.4
2013-07-28,0.0,0.643,41.0,Sunday,7,False,3.4
2013-07-29,2.0,0.643,60.0,Monday,7,False,2.9
2013-07-30,3.0,0.679,72.0,Tuesday,7,False,2.4
2013-07-31,1.0,0.679,78.0,Wednesday,7,False,2.9
2013-08-01,1.0,0.643,45.0,Thursday,8,False,3.0
2013-08-02,1.0,0.643,60.0,Friday,8,False,5.7
2013-08-03,3.0,0.821,76.0,Saturday,8,False,4.1
2013-08-04,,0.714,28.0,Sunday,8,False,3.0
2013-08-05,2.0,0.679,65.0,Monday,8,False,5.0
2013-08-06,1.0,0.786,,Tuesday,8,False,6.3
2013-08-07,1.0,0.75,66.0,Wednesday,8,False,0.4
2013-08-08,1.0,0.714,62.0,Thursday,8,False,0.4
2013-08-09,1.0,0.714,60.0,Friday,8,False,3.8
2013-08-10,2.0,,65.0,Saturday,8,False,4.1
2013-08-11,5.0,1.107,104.0,Sunday,8,False,1.4
2013-08-12,1.0,1.071,53.0,Monday,8,False,3.2
2013-08-13,3.0,,74.0,Tuesday,8,False,3.7
2013-08-14,0.0,1.071,52.0,Wednesday,8,False,1.4
2013-08-15,1.0,1.071,43.0,Thursday,8,False,1.4
2013-08-16,0.0,1.036,59.0,Friday,8,False,2.1
2013-08-17,1.0,0.821,56.0,Saturday,8,False,2.5
2013-08-18,2.0,0.679,67.0,Sunday,8,False,3.1
2013-08-19,3.0,0.786,81.0,Monday,8,False,1.4
2013-08-20,1.0,0.679,44.0,Tuesday,8,False,2.3
2013-08-21,1.0,0.571,42.0,Wednesday,8,False,5.2
2013-08-22,1.0,0.607,49.0,Thursday,8,False,3.0
2013-08-23,4.0,,96.0,Friday,8,False,3.1
2013-08-24,5.0,0.893,84.0,Saturday,8,False,0.6
2013-08-25,1.0,1.0,61.0,Sunday,8,False,3.3
2013-08-26,0.0,0.857,44.0,Monday,8,False,3.3
2013-08-27,1.0,0.857,59.0,Tuesday,8,False,3.1
2013-08-28,1.0,0.786,59.0,Wednesday,8,False,3.7
2013-08-29,2.0,0.857,61.0,Thursday,8,False,
2013-08-30,,0.929,56.0,Friday,8,False,3.1
2013-08-31,2.0,,67.0,Saturday,8,False,4.4
2013-09-01,3.0,1.036,58.0,Sunday,9,False,2.2
2013-09-02,3.0,1.143,92.0,Monday,9,False,5.0
2013-09-03,0.0,1.107,58.0,Tuesday,9,False,2.4
2013-09-04,4.0,1.25,108.0,Wednesday,9,False,5.4
2013-09-05,4.0,,91.0,Thursday,9,False,3.9
2013-09-06,2.0,1.179,80.0,Friday,9,False,2.0
2013-09-07,1.0,1.0,87.0,Saturday,9,False,2.9
2013-09-08,0.0,1.0,41.0,Sunday,9,False,1.0
2013-09-09,2.0,0.964,98.0,Monday,9,False,3.9
2013-09-10,3.0,1.0,103.0,Tuesday,9,False,5.4
2013-09-11,1.0,0.893,71.0,Wednesday,9,False,1.3
2013-09-12,2.0,1.0,79.0,Thursday,9,False,3.6
2013-09-13,1.0,0.857,69.0,Friday,9,False,3.5
2013-09-14,3.0,0.893,94.0,Saturday,9,False,3.4
2013-09-15,1.0,0.786,59.0,Sunday,9,False,3.2
2013-09-16,3.0,0.821,94.0,Monday,9,False,5.2
2013-09-17,1.0,0.75,77.0,Tuesday,9,False,3.7
2013-09-18,0.0,0.714,62.0,Wednesday,9,False,2.3
2013-09-19,1.0,0.821,55.0,Thursday,9,False,3.0
2013-09-20,1.0,0.821,72.0,Friday,9,False,
2013-09-21,5.0,1.0,109.0,Saturday,9,False,2.6
2013-09-22,1.0,0.964,64.0,Sunday,9,False,3.1
2013-09-23,1.0,0.964,76.0,Monday,9,False,5.5
2013-09-24,1.0,1.0,79.0,Tuesday,9,False,4.3
2013-09-25,,0.821,58.0,Wednesday,9,False,4.3
2013-09-26,1.0,0.536,73.0,Thursday,9,False,2.3
2013-09-27,1.0,0.571,63.0,Friday,9,False,3.8
2013-09-28,2.0,0.607,79.0,Saturday,9,False,3.7
2013-09-29,3.0,0.679,84.0,Sunday,9,False,4.1
2013-09-30,2.0,0.786,71.0,Monday,9,False,0.4
2013-10-01,1.0,0.643,73.0,Tuesday,10,False,3.2
2013-10-02,,0.714,75.0,Wednesday,10,False,5.2
2013-10-03,,0.714,85.0,Thursday,10,False,2.9
2013-10-04,0.0,0.643,31.0,Friday,10,False,2.1
2013-10-05,0.0,0.643,46.0,Saturday,10,False,2.6
2013-10-06,0.0,0.536,38.0,Sunday,10,False,
2013-10-07,2.0,0.643,94.0,Monday,10,False,5.3
2013-10-08,1.0,0.5,61.0,Tuesday,10,False,2.7
2013-10-09,0.0,0.536,54.0,Wednesday,10,False,4.1
2013-10-10,2.0,0.607,77.0,Thursday,10,False,2.5
2013-10-11,,0.607,100.0,Friday,10,False,4.5
2013-10-12,1.0,0.571,73.0,Saturday,10,False,2.7
2013-10-13,0.0,0.571,51.0,Sunday,10,False,0.8
2013-10-14,1.0,0.536,71.0,Monday,10,False,2.1
2013-10-15,0.0,0.464,56.0,Tuesday,10,False,3.1
2013-10-16,1.0,0.5,58.0,Wednesday,10,False,1.5
2013-10-17,2.0,0.536,94.0,Thursday,10,False,4.9
2013-10-18,4.0,0.714,81.0,Friday,10,False,2.9
2013-10-19,3.0,0.714,102.0,Saturday,10,False,4.1
2013-10-20,1.0,0.821,79.0,Sunday,10,False,2.4
2013-10-21,1.0,0.893,75.0,Monday,10,False,
2013-10-22,0.0,0.893,54.0,Tuesday,10,False,1.4
2013-10-23,3.0,1.036,,Wednesday,10,False,3.0
2013-10-24,0.0,1.0,62.0,Thursday,10,False,1.4
2013-10-25,2.0,1.0,83.0,Friday,10,False,0.4
2013-10-26,1.0,0.821,69.0,Saturday,10,False,3.9
2013-10-27,2.0,0.893,82.0,Sunday,10,False,2.7
2013-10-28,2.0,0.929,102.0,Monday,10,False,6.9
2013-10-29,2.0,0.929,75.0,Tuesday,10,False,3.7
2013-10-30,2.0,0.893,87.0,Wednesday,10,False,4.2
2013-10-31,1.0,0.929,66.0,Thursday,10,False,0.4
2013-11-01,1.0,0.893,84.0,Friday,11,False,5.1
2013-11-02,0.0,0.857,80.0,Saturday,11,False,5.1
2013-11-03,1.0,0.643,79.0,Sunday,11,False,2.8
2013-11-04,2.0,0.75,83.0,Monday,11,False,4.6
2013-11-05,0.0,0.679,66.0,Tuesday,11,False,3.6
2013-11-06,2.0,0.75,107.0,Wednesday,11,False,6.8
2013-11-07,2.0,0.679,91.0,Thursday,11,False,4.4
2013-11-08,1.0,0.643,95.0,Friday,11,False,4.1
2013-11-09,2.0,0.714,84.0,Saturday,11,False,3.4
2013-11-10,2.0,0.714,106.0,Sunday,11,False,3.5
2013-11-11,2.0,0.857,75.0,Monday,11,False,1.3
2013-11-12,0.0,0.75,89.0,Tuesday,11,False,5.4
2013-11-13,1.0,0.75,93.0,Wednesday,11,False,
2013-11-14,3.0,0.929,117.0,Thursday,11,False,5.7
2013-11-15,,0.964,96.0,Friday,11,False,3.7
2013-11-16,1.0,0.929,79.0,Saturday,11,False,2.5
2013-11-17,2.0,0.893,118.0,Sunday,11,False,4.7
2013-11-18,,,83.0,Monday,11,False,5.3
2013-11-19,1.0,0.75,93.0,Tuesday,11,False,4.2
2013-11-20,2.0,,98.0,Wednesday,11,False,4.9
2013-11-21,1.0,0.714,96.0,Thursday,11,False,4.8
2013-11-22,3.0,0.786,110.0,Friday,11,False,5.0
2013-11-23,2.0,0.821,87.0,Saturday,11,False,1.2
2013-11-24,1.0,0.75,91.0,Sunday,11,False,3.1
2013-11-25,1.0,,112.0,Monday,11,False,5.0
2013-11-26,2.0,0.714,107.0,Tuesday,11,False,4.8
2013-11-27,0.0,0.679,71.0,Wednesday,11,False,
2013-11-28,2.0,,105.0,Thursday,11,False,5.9
2013-11-29,1.0,0.571,106.0,Friday,11,False,4.7
2013-11-30,0.0,0.464,58.0,Saturday,11,False,3.2
2013-12-01,3.0,0.5,102.0,Sunday,12,False,4.6
2013-12-02,0.0,0.5,76.0,Monday,12,False,3.5
2013-12-03,1.0,,81.0,Tuesday,12,False,5.3
2013-12-04,1.0,0.571,78.0,Wednesday,12,False,3.7
2013-12-05,0.0,0.393,72.0,Thursday,12,False,4.0
2013-12-06,3.0,0.571,102.0,Friday,12,False,4.0
2013-12-07,0.0,0.607,87.0,Saturday,12,False,3.4
2013-12-08,1.0,0.607,89.0,Sunday,12,False,5.0
2013-12-09,4.0,0.643,111.0,Monday,12,False,4.5
2013-12-10,3.0,0.679,100.0,Tuesday,12,False,3.7
2013-12-11,2.0,0.75,89.0,Wednesday,12,False,2.8
2013-12-12,1.0,0.786,76.0,Thursday,12,False,2.2
2013-12-13,0.0,0.75,75.0,Friday,12,False,3.2
2013-12-14,2.0,0.643,87.0,Saturday,12,False,2.7
2013-12-15,0.0,,89.0,Sunday,12,False,2.9
2013-12-16,2.0,0.643,108.0,Monday,12,False,3.5
2013-12-17,2.0,0.714,90.0,Tuesday,12,False,3.1
2013-12-18,,0.786,89.0,Wednesday,12,False,1.5
2013-12-19,0.0,0.75,79.0,Thursday,12,False,5.8
2013-12-20,1.0,0.714,71.0,Friday,12,False,5.2
2013-12-21,0.0,0.643,85.0,Saturday,12,False,3.9
2013-12-22,2.0,0.643,94.0,Sunday,12,False,3.1
2013-12-23,1.0,0.643,81.0,Monday,12,False,4.0
2013-12-24,0.0,0.607,78.0,Tuesday,12,False,0.7
2013-12-25,1.0,0.571,98.0,Wednesday,12,True,2.9
2013-12-26,2.0,0.571,98.0,Thursday,12,True,2.5
2013-12-27,3.0,0.607,105.0,Friday,12,False,5.0
2013-12-28,3.0,0.679,120.0,Saturday,12,False,
2013-12-29,1.0,,88.0,Sunday,12,False,3.3
2013-12-30,2.0,0.821,106.0,Monday,12,False,4.0
2013-12-31,1.0,0.929,,Tuesday,12,False,3.7
2014-01-01,2.0,0.964,84.0,Wednesday,1,True,2.8
2014-01-02,4.0,0.964,120.0,Thursday,1,False,5.3
2014-01-03,2.0,0.929,96.0,Friday,1,False,3.8
2014-01-04,1.0,1.071,88.0,Saturday,1,False,3.3
2014-01-05,3.0,,105.0,Sunday,1,False,4.0
2014-01-06,0.0,0.893,83.0,Monday,1,False,5.2
2014-01-07,2.0,0.893,95.0,Tuesday,1,False,4.2
2014-01-08,3.0,0.893,115.0,Wednesday,1,False,5.5
2014-01-09,1.0,0.786,56.0,Thursday,1,False,2.7
2014-01-10,2.0,0.75,92.0,Friday,1,False,4.8
2014-01-11,2.0,0.75,108.0,Saturday,1,False,3.6
2014-01-12,0.0,0.75,80.0,Sunday,1,False,3.2
2014-01-13,4.0,0.964,112.0,Monday,1,False,7.6
2014-01-14,3.0,1.036,105.0,Tuesday,1,False,4.7
2014-01-15,2.0,1.071,99.0,Wednesday,1,False,4.5
2014-01-16,1.0,0.929,,Thursday,1,False,1.8
2014-01-17,2.0,0.929,104.0,Friday,1,False,4.2
2014-01-18,0.0,0.821,62.0,Saturday,1,False,3.3
2014-01-19,2.0,0.821,92.0,Sunday,1,False,4.1
2014-01-20,2.0,0.857,87.0,Monday,1,False,5.4
2014-01-21,6.0,1.071,137.0,Tuesday,1,False,6.4
2014-01-22,2.0,0.964,108.0,Wednesday,1,False,4.3
2014-01-23,2.0,0.929,104.0,Thursday,1,False,2.1
2014-01-24,4.0,0.964,124.0,Friday,1,False,5.3
2014-01-25,1.0,0.929,112.0,Saturday,1,False,6.1
2014-01-26,2.0,0.893,95.0,Sunday,1,False,4.6
2014-01-27,0.0,0.893,82.0,Monday,1,False,3.9
2014-01-28,1.0,0.929,95.0,Tuesday,1,False,5.3
2014-01-29,3.0,1.0,97.0,Wednesday,1,False,4.1
2014-01-30,2.0,1.036,81.0,Thursday,1,False,2.0
2014-01-31,1.0,1.071,87.0,Friday,1,False,4.4
2014-02-01,3.0,1.071,119.0,Saturday,2,False,4.9
2014-02-02,3.0,1.071,106.0,Sunday,2,False,6.0
2014-02-03,0.0,0.929,80.0,Monday,2,False,4.8
2014-02-04,1.0,0.964,101.0,Tuesday,2,False,3.6
2014-02-05,1.0,0.964,84.0,Wednesday,2,False,5.2
2014-02-06,1.0,0.786,90.0,Thursday,2,False,3.1
2014-02-07,,0.821,94.0,Friday,2,False,2.6
2014-02-08,0.0,0.786,71.0,Saturday,2,False,1.8
2014-02-09,1.0,0.857,67.0,Sunday,2,False,5.4
2014-02-10,2.0,0.821,112.0,Monday,2,False,4.4
2014-02-11,1.0,0.786,98.0,Tuesday,2,False,6.4
2014-02-12,2.0,0.786,86.0,Wednesday,2,False,4.3
2014-02-13,1.0,0.857,105.0,Thursday,2,False,5.0
2014-02-14,2.0,0.714,100.0,Friday,2,False,5.7
2014-02-15,2.0,0.821,93.0,Saturday,2,False,1.7
2014-02-16,0.0,0.714,99.0,Sunday,2,False,4.4
2014-02-17,1.0,0.643,100.0,Monday,2,False,3.8
2014-02-18,0.0,0.5,85.0,Tuesday,2,False,5.0
2014-02-19,2.0,0.5,107.0,Wednesday,2,False,4.6
2014-02-20,3.0,0.536,113.0,Thursday,2,False,4.5
2014-02-21,0.0,0.536,77.0,Friday,2,False,2.7
2014-02-22,0.0,0.536,80.0,Saturday,2,False,3.2
2014-02-23,2.0,0.643,79.0,Sunday,2,False,5.2
2014-02-24,4.0,0.75,92.0,Monday,2,False,3.7
2014-02-25,1.0,0.786,88.0,Tuesday,2,False,
2014-02-26,3.0,0.821,120.0,Wednesday,2,False,3.3
2014-02-27,0.0,0.714,71.0,Thursday,2,False,1.7
2014-02-28,1.0,0.75,,Friday,2,False,3.6
2014-03-01,2.0,0.679,93.0,Saturday,3,False,3.0
2014-03-02,1.0,0.643,98.0,Sunday,3,False,2.9
2014-03-03,3.0,0.679,118.0,Monday,3,False,7.8
2014-03-04,3.0,0.714,105.0,Tuesday,3,False,4.8
2014-03-05,1.0,0.786,107.0,Wednesday,3,False,5.4
2014-03-06,1.0,0.75,90.0,Thursday,3,False,3.7
2014-03-07,1.0,0.786,79.0,Friday,3,False,4.0
2014-03-08,3.0,,117.0,Saturday,3,False,5.4
2014-03-09,2.0,0.893,117.0,Sunday,3,False,5.4
2014-03-10,0.0,0.929,64.0,Monday,3,False,2.5
2014-03-11,1.0,0.821,116.0,Tuesday,3,False,4.9
2014-03-12,0.0,0.75,84.0,Wednesday,3,False,5.6
2014-03-13,6.0,0.929,121.0,Thursday,3,False,6.1
2014-03-14,0.0,0.929,57.0,Friday,3,False,2.8
2014-03-15,3.0,1.0,,Saturday,3,False,6.7
2014-03-16,0.0,1.0,,Sunday,3,False,5.4
2014-03-17,1.0,1.0,93.0,Monday,3,False,4.6
2014-03-18,2.0,0.964,107.0,Tuesday,3,False,5.4
2014-03-19,1.0,0.786,94.0,Wednesday,3,False,5.0
2014-03-20,0.0,0.714,82.0,Thursday,3,False,4.2
2014-03-21,2.0,0.714,75.0,Friday,3,False,3.9
2014-03-22,0.0,0.857,108.0,Saturday,3,False,4.5
2014-03-23,1.0,0.786,79.0,Sunday,3,False,1.2
2014-03-24,0.0,0.714,84.0,Monday,3,False,2.3
2014-03-25,4.0,0.786,120.0,Tuesday,3,False,4.2
2014-03-26,1.0,0.714,76.0,Wednesday,3,False,5.8
2014-03-27,2.0,0.607,84.0,Thursday,3,False,3.7
2014-03-28,1.0,0.679,92.0,Friday,3,False,4.0
2014-03-29,1.0,0.786,84.0,Saturday,3,False,2.9
2014-03-30,3.0,0.929,91.0,Sunday,3,False,4.3
2014-03-31,0.0,0.857,69.0,Monday,3,False,2.6
2014-04-01,1.0,0.964,86.0,Tuesday,4,False,3.2
2014-04-02,1.0,0.893,58.0,Wednesday,4,False,3.3
2014-04-03,1.0,0.857,66.0,Thursday,4,False,2.8
2014-04-04,0.0,0.786,69.0,Friday,4,False,2.8
2014-04-05,,0.821,65.0,Saturday,4,False,1.3
2014-04-06,1.0,0.821,55.0,Sunday,4,False,1.9
2014-04-07,1.0,0.929,71.0,Monday,4,False,3.6
2014-04-08,1.0,0.929,74.0,Tuesday,4,False,4.1
2014-04-09,2.0,0.929,69.0,Wednesday,4,False,1.8
2014-04-10,1.0,0.714,81.0,Thursday,4,False,4.1
2014-04-11,2.0,0.607,82.0,Friday,4,False,2.4
2014-04-12,2.0,0.643,79.0,Saturday,4,False,4.9
2014-04-13,2.0,0.679,90.0,Sunday,4,False,2.4
2014-04-14,2.0,0.714,107.0,Monday,4,False,
2014-04-15,1.0,0.607,59.0,Tuesday,4,False,3.7
2014-04-16,2.0,0.536,55.0,Wednesday,4,False,3.2
2014-04-17,,0.643,89.0,Thursday,4,False,2.3
2014-04-18,0.0,0.607,56.0,Friday,4,True,2.4
2014-04-19,1.0,0.571,69.0,Saturday,4,False,2.7
2014-04-20,0.0,0.357,54.0,Sunday,4,True,1.7
2014-04-21,,0.464,96.0,Monday,4,True,3.1
2014-04-22,2.0,0.536,77.0,Tuesday,4,False,4.0
2014-04-23,0.0,0.5,56.0,Wednesday,4,False,4.2
2014-04-24,0.0,0.5,54.0,Thursday,4,False,2.4
2014-04-25,3.0,0.536,95.0,Friday,4,False,5.7
2014-04-26,1.0,0.643,42.0,Saturday,4,False,2.1
2014-04-27,1.0,,61.0,Sunday,4,True,2.8
2014-04-28,1.0,0.571,40.0,Monday,4,False,1.3
2014-04-29,1.0,0.607,82.0,Tuesday,4,False,2.3
2014-04-30,2.0,0.607,71.0,Wednesday,4,False,5.1
2014-05-01,0.0,0.607,61.0,Thursday,5,False,4.7
2014-05-02,3.0,0.571,87.0,Friday,5,False,3.8
2014-05-03,3.0,0.571,113.0,Saturday,5,False,6.8
2014-05-04,0.0,0.571,64.0,Sunday,5,False,0.4
2014-05-05,0.0,0.464,55.0,Monday,5,False,0.4
2014-05-06,4.0,0.643,79.0,Tuesday,5,False,3.1
2014-05-07,0.0,0.643,29.0,Wednesday,5,False,0.4
2014-05-08,1.0,0.679,59.0,Thursday,5,False,2.8
2014-05-09,3.0,0.714,95.0,Friday,5,False,3.9
2014-05-10,1.0,0.714,44.0,Saturday,5,False,1.4
2014-05-11,1.0,0.75,73.0,Sunday,5,False,3.3
2014-05-12,2.0,0.893,60.0,Monday,5,False,4.2
2014-05-13,,0.786,49.0,Tuesday,5,False,0.5
2014-05-14,4.0,0.893,103.0,Wednesday,5,False,4.8
2014-05-15,2.0,0.893,79.0,Thursday,5,False,4.1
2014-05-16,2.0,0.821,69.0,Friday,5,False,3.8
2014-05-17,1.0,0.821,101.0,Saturday,5,False,4.7
2014-05-18,1.0,0.714,57.0,Sunday,5,False,1.2
2014-05-19,2.0,0.75,57.0,Monday,5,False,2.9
2014-05-20,0.0,0.714,54.0,Tuesday,5,False,3.4
2014-05-21,2.0,0.714,92.0,Wednesday,5,False,3.1
2014-05-22,1.0,0.714,54.0,Thursday,5,False,1.5
2014-05-23,2.0,0.786,79.0,Friday,5,False,5.2
2014-05-24,0.0,0.679,63.0,Saturday,5,False,3.6
2014-05-25,3.0,0.714,103.0,Sunday,5,False,6.0
2014-05-26,2.0,0.714,43.0,Monday,5,False,1.0
2014-05-27,0.0,0.786,75.0,Tuesday,5,False,4.4
2014-05-28,1.0,0.786,73.0,Wednesday,5,False,2.4
